longlat,lat,neighbourhoodgroup,neighbourhood,roomtype,price,minimumnights,numberofreviews,lastreview,reviewspermonth,calculatedhostlistingscount,availability365,numcalls,zip,ASSAULT3&RELATEDOFFENSES,BURGLARY,CRIMINALMISCHIEF&RELATEDOF,CRIMINALTRESPASS,DANGEROUSDRUGS,DANGEROUSWEAPONS,FELONYASSAULT,FORGERY,FRAUDS,GRANDLARCENY,GRANDLARCENYOFMOTORVEHICLE,HARRASSMENT2,INTOXICATED&IMPAIREDDRIVING,MISCELLANEOUSPENALLAW,OFFAGNSTPUBORDSENSBLTY,OFFENSESAGAINSTPUBLICADMINI,OFFENSESAGAINSTTHEPERSON,OFFENSESINVOLVINGFRAUD,OTHEROFFENSESRELATEDTOTHEF,PETITLARCENY,POSSESSIONOFSTOLENPROPERTY,ROBBERY,THEFTFRAUD,UNAUTHORIZEDUSEOFAVEHICLE,VEHICLEANDTRAFFICLAWS,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Entire home/apt,115,4,46,2019,1.19,1,0,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Entire home/apt,199,5,22,2019,0.62,1,68,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Entire home/apt,150,2,28,2019,1.17,1,9,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Entire home/apt,176,2,3,2018,0.13,1,0,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Entire home/apt,250,4,17,2019,1.1,1,5,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Private room,150,1,3,2019,2.09,1,27,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Private room,60,8,1,2019,0.29,2,0,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Entire home/apt,120,1,5,2019,0.65,1,191,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Entire home/apt,92,1,2,2018,0.29,3,0,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Entire home/apt,399,1,10,2019,1.67,1,332,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Entire home/apt,150,2,8,2019,4.36,1,67,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.728-73.985,40.728,Manhattan,East Village,Entire home/apt,250,3,0,2019,0,1,220,82,11385,4,1,2,0,1,0,1,0,0,10,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40.729-73.978,40.729,Manhattan,East Village,Entire home/apt,549,30,58,2019,0.66,1,200,62,11385,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
40.729-73.978,40.729,Manhattan,East Village,Private room,75,120,0,2019,0,1,173,62,11385,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
40.729-73.978,40.729,Manhattan,Stuyvesant Town,Private room,60,2,2,2016,0.06,1,0,62,11385,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
40.729-73.978,40.729,Manhattan,East Village,Private room,80,1,6,2019,0.58,2,0,62,11385,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
40.729-73.978,40.729,Manhattan,East Village,Entire home/apt,1145,1,0,2019,0,12,0,62,11385,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
40.73-73.999,40.73,Manhattan,Greenwich Village,Private room,100,5,18,2017,0.56,1,0,18,11385,1,2,2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.73-73.999,40.73,Manhattan,Greenwich Village,Entire home/apt,199,3,1,2018,0.05,1,0,18,11385,1,2,2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.73-73.999,40.73,Manhattan,Greenwich Village,Private room,106,8,25,2019,1.05,1,10,18,11385,1,2,2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.73-73.999,40.73,Manhattan,Greenwich Village,Entire home/apt,142,3,3,2019,0.45,1,0,18,11385,1,2,2,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.731-73.985,40.731,Manhattan,East Village,Entire home/apt,175,14,1,2016,0.03,1,0,32,11385,2,1,2,0,1,0,1,0,1,2,0,3,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
40.731-73.985,40.731,Manhattan,East Village,Entire home/apt,175,1,17,2015,0.2,1,0,32,11385,2,1,2,0,1,0,1,0,1,2,0,3,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
40.731-73.985,40.731,Manhattan,East Village,Entire home/apt,150,3,107,2019,2.16,1,99,32,11385,2,1,2,0,1,0,1,0,1,2,0,3,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
40.731-73.985,40.731,Manhattan,East Village,Entire home/apt,120,3,4,2019,0.09,1,0,32,11385,2,1,2,0,1,0,1,0,1,2,0,3,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
40.731-73.985,40.731,Manhattan,East Village,Private room,130,3,134,2019,3.08,2,23,32,11385,2,1,2,0,1,0,1,0,1,2,0,3,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
40.731-73.985,40.731,Manhattan,East Village,Entire home/apt,133,3,3,2017,0.08,1,0,32,11385,2,1,2,0,1,0,1,0,1,2,0,3,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
40.731-73.985,40.731,Manhattan,East Village,Private room,89,1,114,2019,7.97,1,38,32,11385,2,1,2,0,1,0,1,0,1,2,0,3,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
40.731-73.985,40.731,Manhattan,East Village,Entire home/apt,88,2,18,2019,3.88,1,5,32,11385,2,1,2,0,1,0,1,0,1,2,0,3,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
40.731-73.985,40.731,Manhattan,East Village,Entire home/apt,271,30,0,2019,0,232,323,32,11385,2,1,2,0,1,0,1,0,1,2,0,3,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
40.731-73.985,40.731,Manhattan,East Village,Entire home/apt,285,30,0,2019,0,232,43,32,11385,2,1,2,0,1,0,1,0,1,2,0,3,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Entire home/apt,315,3,7,2016,0.08,1,0,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Entire home/apt,130,4,22,2019,0.28,1,77,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Entire home/apt,200,4,45,2019,0.59,1,48,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Entire home/apt,199,10,4,2019,0.06,1,3,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Entire home/apt,149,3,0,2019,0,1,0,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Entire home/apt,550,30,0,2019,0,96,352,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Entire home/apt,300,5,88,2019,2.32,1,121,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Entire home/apt,210,5,53,2019,2.27,1,148,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Entire home/apt,175,6,11,2018,0.62,1,0,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Private room,138,2,92,2019,4.65,2,60,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Entire home/apt,264,10,17,2019,1.19,2,94,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Entire home/apt,100,3,0,2019,0,1,0,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Entire home/apt,300,2,22,2019,3.11,1,168,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Entire home/apt,310,2,4,2019,0.48,2,8,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Entire home/apt,370,3,20,2019,3.02,1,155,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Private room,110,7,13,2019,2.23,1,13,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.732-74.002,40.732,Manhattan,West Village,Entire home/apt,295,3,2,2019,2,1,195,217,10003,2,4,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.733-73.985,40.733,Manhattan,Gramercy,Entire home/apt,200,3,13,2015,0.22,1,157,80,10003,1,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.733-73.985,40.733,Manhattan,Gramercy,Entire home/apt,125,3,21,2019,0.4,1,7,80,10003,1,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.733-73.985,40.733,Manhattan,Gramercy,Entire home/apt,150,30,10,2019,0.21,39,67,80,10003,1,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.733-73.985,40.733,Manhattan,Gramercy,Entire home/apt,200,30,5,2019,0.11,39,331,80,10003,1,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.733-73.985,40.733,Manhattan,Gramercy,Entire home/apt,160,2,1,2015,0.02,1,0,80,10003,1,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.733-73.985,40.733,Manhattan,Gramercy,Private room,110,1,8,2018,0.25,1,0,80,10003,1,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.734-74.003,40.734,Manhattan,West Village,Entire home/apt,115,29,26,2019,0.25,1,12,301,10003,7,0,5,1,0,3,0,0,0,13,0,6,0,1,2,2,0,0,1,11,0,7,0,0,1,0,0,0,0,0,0,0
40.734-74.003,40.734,Manhattan,West Village,Entire home/apt,210,1,108,2019,1.35,1,305,301,10003,7,0,5,1,0,3,0,0,0,13,0,6,0,1,2,2,0,0,1,11,0,7,0,0,1,0,0,0,0,0,0,0
40.734-74.003,40.734,Manhattan,West Village,Entire home/apt,250,2,56,2019,0.73,1,134,301,10003,7,0,5,1,0,3,0,0,0,13,0,6,0,1,2,2,0,0,1,11,0,7,0,0,1,0,0,0,0,0,0,0
40.734-74.003,40.734,Manhattan,West Village,Private room,220,1,2,2013,0.03,2,364,301,10003,7,0,5,1,0,3,0,0,0,13,0,6,0,1,2,2,0,0,1,11,0,7,0,0,1,0,0,0,0,0,0,0
40.734-74.003,40.734,Manhattan,West Village,Entire home/apt,150,7,40,2017,0.57,1,0,301,10003,7,0,5,1,0,3,0,0,0,13,0,6,0,1,2,2,0,0,1,11,0,7,0,0,1,0,0,0,0,0,0,0
40.734-74.003,40.734,Manhattan,West Village,Entire home/apt,250,3,1,2016,0.03,1,0,301,10003,7,0,5,1,0,3,0,0,0,13,0,6,0,1,2,2,0,0,1,11,0,7,0,0,1,0,0,0,0,0,0,0
40.734-74.003,40.734,Manhattan,West Village,Entire home/apt,250,2,5,2016,0.14,1,0,301,10003,7,0,5,1,0,3,0,0,0,13,0,6,0,1,2,2,0,0,1,11,0,7,0,0,1,0,0,0,0,0,0,0
40.734-74.003,40.734,Manhattan,West Village,Private room,105,1,0,2019,0,1,0,301,10003,7,0,5,1,0,3,0,0,0,13,0,6,0,1,2,2,0,0,1,11,0,7,0,0,1,0,0,0,0,0,0,0
40.734-74.003,40.734,Manhattan,West Village,Entire home/apt,125,1,6,2019,0.21,1,0,301,10003,7,0,5,1,0,3,0,0,0,13,0,6,0,1,2,2,0,0,1,11,0,7,0,0,1,0,0,0,0,0,0,0
40.734-74.003,40.734,Manhattan,West Village,Entire home/apt,599,1,0,2019,0,1,0,301,10003,7,0,5,1,0,3,0,0,0,13,0,6,0,1,2,2,0,0,1,11,0,7,0,0,1,0,0,0,0,0,0,0
40.734-74.003,40.734,Manhattan,West Village,Entire home/apt,1115,3,2,2019,0.38,1,0,301,10003,7,0,5,1,0,3,0,0,0,13,0,6,0,1,2,2,0,0,1,11,0,7,0,0,1,0,0,0,0,0,0,0
40.734-74.003,40.734,Manhattan,West Village,Private room,200,1,0,2019,0,1,0,301,10003,7,0,5,1,0,3,0,0,0,13,0,6,0,1,2,2,0,0,1,11,0,7,0,0,1,0,0,0,0,0,0,0
40.734-74.003,40.734,Manhattan,West Village,Entire home/apt,750,1,0,2019,0,1,5,301,10003,7,0,5,1,0,3,0,0,0,13,0,6,0,1,2,2,0,0,1,11,0,7,0,0,1,0,0,0,0,0,0,0
40.734-74.003,40.734,Manhattan,West Village,Private room,202,2,0,2019,0,1,84,301,10003,7,0,5,1,0,3,0,0,0,13,0,6,0,1,2,2,0,0,1,11,0,7,0,0,1,0,0,0,0,0,0,0
40.735-74.007,40.735,Manhattan,West Village,Entire home/apt,288,7,14,2017,0.23,1,222,33,10003,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.735-74.007,40.735,Manhattan,West Village,Entire home/apt,510,3,12,2016,0.24,1,364,33,10003,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.735-74.007,40.735,Manhattan,West Village,Entire home/apt,195,2,30,2018,0.62,1,189,33,10003,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.735-74.007,40.735,Manhattan,West Village,Entire home/apt,247,1,0,2019,0,1,0,33,10003,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.737-73.988,40.737,Manhattan,Gramercy,Entire home/apt,150,2,21,2019,1.1,1,1,24,11211,1,3,2,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.737-73.988,40.737,Manhattan,Gramercy,Entire home/apt,195,3,2,2018,0.11,1,0,24,11211,1,3,2,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.737-73.988,40.737,Manhattan,Gramercy,Entire home/apt,175,4,2,2018,0.15,1,3,24,11211,1,3,2,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.737-73.988,40.737,Manhattan,Gramercy,Entire home/apt,700,5,11,2019,3.93,1,282,24,11211,1,3,2,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.737-73.988,40.737,Manhattan,Gramercy,Private room,245,1,2,2019,2,1,179,24,11211,1,3,2,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.737-73.988,40.737,Manhattan,Gramercy,Entire home/apt,180,3,0,2019,0,1,4,24,11211,1,3,2,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.737-73.988,40.737,Manhattan,Gramercy,Entire home/apt,299,1,0,2019,0,1,168,24,11211,1,3,2,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.74-74.006,40.74,Manhattan,West Village,Entire home/apt,440,3,6,2015,0.09,1,70,110,11211,16,2,2,0,1,0,3,0,0,33,0,1,0,0,0,1,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.74-74.006,40.74,Manhattan,West Village,Entire home/apt,240,1,22,2015,0.37,1,0,110,11211,16,2,2,0,1,0,3,0,0,33,0,1,0,0,0,1,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.74-74.006,40.74,Manhattan,West Village,Entire home/apt,225,2,185,2019,4.24,1,250,110,11211,16,2,2,0,1,0,3,0,0,33,0,1,0,0,0,1,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.74-74.006,40.74,Manhattan,West Village,Entire home/apt,1599,30,6,2018,0.24,1,0,110,11211,16,2,2,0,1,0,3,0,0,33,0,1,0,0,0,1,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0
40.741-73.992,40.741,Manhattan,Flatiron District,Entire home/apt,350,14,4,2018,0.06,1,5,40,11211,5,2,4,1,3,1,1,0,0,17,0,3,0,0,2,0,0,0,1,8,0,0,2,0,0,0,0,0,0,0,0,0
40.742-73.978,40.742,Manhattan,Kips Bay,Entire home/apt,87,30,3,2018,0.05,52,363,13,11211,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0
40.742-73.978,40.742,Manhattan,Kips Bay,Private room,65,5,39,2019,0.55,1,318,13,11211,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0
40.742-73.978,40.742,Manhattan,Kips Bay,Entire home/apt,120,30,3,2015,0.05,52,365,13,11211,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0
40.742-73.978,40.742,Manhattan,Kips Bay,Entire home/apt,159,30,5,2019,0.18,91,281,13,11211,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0
40.742-73.978,40.742,Manhattan,Kips Bay,Private room,69,1,16,2018,0.68,1,0,13,11211,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0
40.743-74.001,40.743,Manhattan,Chelsea,Private room,155,5,18,2019,0.24,1,90,23,11211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.743-74.001,40.743,Manhattan,Chelsea,Entire home/apt,160,4,11,2017,0.18,1,1,23,11211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.743-74.001,40.743,Manhattan,Chelsea,Entire home/apt,180,4,46,2019,1.48,1,0,23,11211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.743-74.001,40.743,Manhattan,Chelsea,Private room,110,2,0,2019,0,1,0,23,11211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.743-74.001,40.743,Manhattan,Chelsea,Entire home/apt,270,5,0,2019,0,1,46,23,11211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.743-74.001,40.743,Manhattan,Chelsea,Entire home/apt,175,1,8,2019,1.22,1,0,23,11211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.743-74.001,40.743,Manhattan,Chelsea,Entire home/apt,300,2,2,2019,1.22,1,363,23,11211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.744-73.986,40.744,Manhattan,Midtown,Shared room,185,1,2,2018,0.11,1,0,40,11211,6,6,3,0,0,0,2,0,1,7,0,26,0,4,8,2,0,0,0,6,0,1,1,0,2,0,0,0,0,0,0,0
40.744-73.986,40.744,Manhattan,Midtown,Private room,250,1,0,2019,0,10,361,40,11211,6,6,3,0,0,0,2,0,1,7,0,26,0,4,8,2,0,0,0,6,0,1,1,0,2,0,0,0,0,0,0,0
40.744-73.986,40.744,Manhattan,Midtown,Private room,250,1,0,2019,0,10,10,40,11211,6,6,3,0,0,0,2,0,1,7,0,26,0,4,8,2,0,0,0,6,0,1,1,0,2,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Entire home/apt,350,3,6,2015,0.13,1,0,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Entire home/apt,150,3,10,2019,0.37,1,8,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Private room,100,2,11,2019,2.02,1,20,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Entire home/apt,275,3,0,2019,0,1,0,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Private room,76,2,0,2019,0,1,0,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Entire home/apt,308,30,0,2019,0,232,156,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Entire home/apt,160,1,12,2018,0.59,1,0,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Entire home/apt,220,5,1,2018,0.05,1,0,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Private room,95,5,1,2018,0.06,2,0,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Entire home/apt,412,1,69,2019,4.45,4,133,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Entire home/apt,412,30,69,2019,4.45,4,234,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Private room,81,4,6,2018,0.39,2,0,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Entire home/apt,125,30,1,2019,1,91,352,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Entire home/apt,287,30,0,2019,0,232,268,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Entire home/apt,352,30,0,2019,0,232,268,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Entire home/apt,237,30,1,2019,0.34,232,283,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
40.745-73.979,40.745,Manhattan,Kips Bay,Shared room,39,2,0,2019,0,3,348,13,11211,5,0,3,0,2,0,0,1,0,7,2,2,0,1,2,0,0,2,0,8,0,1,1,0,1,0,0,0,0,0,0,0
